output_path,pid,raw_identity,object_id,partition,modality,class_name,source_image,source_label,line_no,coords,crop_box
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s14c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/10_1024_9000_7000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/10_1024_9000_7000_sar.txt,8,246.3145 227.4038 87.7734 321.2974 64.7578 282.4341 223.2988 188.5405,56 180 255 330
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s15c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/10_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/10_1024_9500_9500_sar.txt,1,636.7246 620.8926 206.0908 650.5850 201.1240 578.5449 631.7578 548.8525,193 540 645 659
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s16c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/10_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/10_1024_9500_9500_sar.txt,4,912.8018 474.1768 664.8594 502.6924 661.0879 469.9023 909.0303 441.3867,653 433 921 511
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s17c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/10_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/10_1024_9500_9500_sar.txt,5,499.8047 276.2930 218.0342 305.7812 213.8604 265.8945 495.6309 236.4062,205 228 508 314
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s18c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/10_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/10_1024_9500_9500_sar.txt,6,495.7979 192.4980 221.7773 214.2412 219.0303 179.6182 493.0508 157.8750,211 149 504 223
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s19c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/10_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/10_1024_9500_9500_sar.txt,7,863.0459 158.5664 507.2939 187.9502 503.0029 135.9941 858.7549 106.6104,495 98 872 196
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s20c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_5500_5000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_5500_5000_sar.txt,1,735.9951 896.5142 957.7524 648.4268 1005.2241 690.8604 783.4668 938.9478,727 640 1014 947
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s21c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_7000_5000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_7000_5000_sar.txt,1,160.5244 1029.9844 214.6157 933.8848 236.5078 946.2070 182.4165 1042.3066,152 925 245 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s22c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_7000_5500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_7000_5500_sar.txt,1,769.6338 1053.0811 953.7812 775.6245 1009.7114 812.7451 825.5640 1090.2017,761 767 1018 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s23c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_7000_5500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_7000_5500_sar.txt,2,606.4141 1022.6567 682.5874 869.5640 733.8311 895.0610 657.6577 1048.1538,598 861 742 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s24c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_7000_5500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_7000_5500_sar.txt,3,252.2466 814.1943 586.5303 988.4976 560.7788 1037.8838 226.4956 863.5806,218 806 595 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s25c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_7000_5500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_7000_5500_sar.txt,4,660.7139 680.2212 1122.7261 591.8257 1136.2588 662.5571 674.2466 750.9526,652 583 1024 759
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s26c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_7000_5500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_7000_5500_sar.txt,5,916.1294 487.6816 614.9502 612.4888 603.0952 583.8804 904.2739 459.0732,595 451 925 621
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s27c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_8000_5500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_8000_5500_sar.txt,1,237.8115 781.1655 112.7705 788.1929 111.3047 762.1113 236.3457 755.0840,103 747 246 797
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s28c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9000_10000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9000_10000_sar.txt,1,688.9043 106.2744 1109.5840 64.0703 1116.8877 136.8682 696.2080 179.0723,680 56 1024 188
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s29c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9500_7500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9500_7500_sar.txt,1,-31.9043 1032.2129 309.7402 815.6143 353.3604 884.4170 11.7158 1101.0156,0 807 362 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s30c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9500_7500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9500_7500_sar.txt,4,408.4814 483.0942 185.6631 613.1577 169.0723 584.7358 391.8906 454.6724,161 446 417 622
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s31c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9500_9500_sar.txt,1,188.9043 606.2744 609.5840 564.0703 616.8877 636.8682 196.2080 679.0723,180 556 625 688
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s32c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9500_9500_sar.txt,3,623.9404 512.0850 495.1230 533.9922 490.3506 505.9287 619.1680 484.0215,482 476 632 542
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s33c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9500_9500_sar.txt,4,640.4727 483.0996 881.7705 447.5371 886.6240 480.4727 645.3262 516.0352,632 439 895 525
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s34c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/11_1024_9500_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/11_1024_9500_9500_sar.txt,5,201.3105 288.3887 476.6973 251.1816 482.1211 291.3281 206.7344 328.5352,193 243 491 337
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s35c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_10000_10500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_10000_10500_sar.txt,1,372.0977 256.2607 -99.3770 301.1201 -103.0713 262.2939 368.4033 217.4346,0 209 381 310
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s36c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_10000_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_10000_9500_sar.txt,3,407.8398 450.0059 160.9590 479.1045 157.1152 446.4902 403.9961 417.3916,149 409 416 488
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s37c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_10000_9500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_10000_9500_sar.txt,4,348.4688 136.7832 6.9023 170.4316 2.2324 123.0303 343.7988 89.3818,0 81 357 179
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s38c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_4500_4500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_4500_4500_sar.txt,1,894.0215 469.0981 605.6797 543.5518 594.2539 499.3013 882.5957 424.8477,586 416 903 552
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s39c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_5000_4500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_5000_4500_sar.txt,1,394.0215 469.0981 105.6797 543.5518 94.2539 499.3013 382.5957 424.8477,86 416 403 552
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s40c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_7000_5000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_7000_5000_sar.txt,1,221.6084 945.0459 169.2383 1040.3027 147.2607 1028.2202 199.6309 932.9634,139 924 230 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s41c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_7500_6500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_7500_6500_sar.txt,1,864.5049 580.6162 1069.2412 455.9092 1086.5508 484.3267 881.8135 609.0337,856 447 1024 618
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s42c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_7500_6500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_7500_6500_sar.txt,2,1146.5967 342.1792 780.4014 553.0376 739.0312 481.1904 1105.2266 270.3320,731 262 1024 562
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s43c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_8000_6500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_8000_6500_sar.txt,1,1025.0342 970.4668 863.7891 1071.4800 835.2344 1025.8989 996.4795 924.8857,827 916 1024 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s44c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_8000_6500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_8000_6500_sar.txt,2,738.4189 984.7637 1023.2529 814.8091 1049.6572 859.0610 764.8232 1029.0156,730 806 1024 1024
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s45c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_8000_6500_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_8000_6500_sar.txt,3,364.5049 580.6162 569.2412 455.9092 586.5508 484.3267 381.8135 609.0337,356 447 595 618
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s46c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_9000_9000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_9000_9000_sar.txt,2,995.6221 674.1064 723.7686 696.8066 721.0547 664.3047 992.9082 641.6045,713 633 1004 705
/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/Cleaned_SDFNet_Data/MOS-Ship-ReID/bounding_box_test/1015_s47c1_sar.png,1015,1,1,gallery,sar,ship,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar/12_1024_9000_9000_sar.png,/ssd_data/lixiang_data/Datasets/Opt-SAR-ReID/MOS-Ship/MOS-Ship/val/sar_labelTxt/12_1024_9000_9000_sar.txt,3,949.4082 434.2959 654.8594 465.7305 651.8086 437.1484 946.3574 405.7139,643 397 958 474
